param-0-nm,param-1-n,param-2-m,Rewrite-for-gen-real,Rewrite-for-gen-sys,Rewrite-for-gen-user,Rewrite-for-gen:etransitivity-for-sides-real,Rewrite-for-gen:etransitivity-for-sides-sys,Rewrite-for-gen:etransitivity-for-sides-user,Rewrite-for-gen:generalize-hyps-for-rewriting-real,Rewrite-for-gen:generalize-hyps-for-rewriting-sys,Rewrite-for-gen:generalize-hyps-for-rewriting-user,Rewrite-for-gen-skip-cbv-real,Rewrite-for-gen-skip-cbv-sys,Rewrite-for-gen-skip-cbv-user,Rewrite-lhs-for-regression-quadratic-real,Rewrite-lhs-for-regression-quadratic-sys,Rewrite-lhs-for-regression-quadratic-user,Rewrite-lhs-for-skip-cbv-regression-quadratic-real,Rewrite-lhs-for-skip-cbv-regression-quadratic-sys,Rewrite-lhs-for-skip-cbv-regression-quadratic-user,cps+cbn-regression-quadratic-real,cps+cbn-regression-quadratic-sys,cps+cbn-regression-quadratic-user,cps+cbv-regression-quadratic-real,cps+cbv-regression-quadratic-sys,cps+cbv-regression-quadratic-user,cps+lazy-regression-quadratic-real,cps+lazy-regression-quadratic-sys,cps+lazy-regression-quadratic-user,cps+native-compute-regression-quadratic-real,cps+native-compute-regression-quadratic-sys,cps+native-compute-regression-quadratic-user,cps+simpl-regression-quadratic-real,cps+simpl-regression-quadratic-sys,cps+simpl-regression-quadratic-user,cps+vm-compute-regression-quadratic-real,cps+vm-compute-regression-quadratic-sys,cps+vm-compute-regression-quadratic-user,do-reify-rhs-with:notypeclasses-refine-real,do-reify-rhs-with:notypeclasses-refine-sys,do-reify-rhs-with:notypeclasses-refine-user,do-reify-rhs-with:reify-hint-real,do-reify-rhs-with:reify-hint-sys,do-reify-rhs-with:reify-hint-user,do-rewrite-with:refine-interp-rewrite-real,do-rewrite-with:refine-interp-rewrite-sys,do-rewrite-with:refine-interp-rewrite-user,do-rewrite-with:refine-trans-real,do-rewrite-with:refine-trans-sys,do-rewrite-with:refine-trans-user,do-rewrite-with:vm-cast-no-check-real,do-rewrite-with:vm-cast-no-check-sys,do-rewrite-with:vm-cast-no-check-user,final-cbv-real,final-cbv-sys,final-cbv-user,prove-Wf-real,prove-Wf-sys,prove-Wf-user,prove-Wf-with:refine-real,prove-Wf-with:refine-sys,prove-Wf-with:refine-user,prove-Wf-with:reflexivity-real,prove-Wf-with:reflexivity-sys,prove-Wf-with:reflexivity-user,prove-Wf-with:split-real,prove-Wf-with:split-sys,prove-Wf-with:split-user,prove-Wf-with:vm-compute-real,prove-Wf-with:vm-compute-sys,prove-Wf-with:vm-compute-user,reification-real,reification-sys,reification-user,rewrite-strat(bottomup-bottomup)-regression-exponential-real,rewrite-strat(bottomup-bottomup)-regression-exponential-sys,rewrite-strat(bottomup-bottomup)-regression-exponential-user,rewrite-strat(topdown-bottomup)-regression-exponential-real,rewrite-strat(topdown-bottomup)-regression-exponential-sys,rewrite-strat(topdown-bottomup)-regression-exponential-user,rewriting-real,rewriting-sys,rewriting-user,setoid-rewrite-regression-cubic-real,setoid-rewrite-regression-cubic-sys,setoid-rewrite-regression-cubic-user,vm-compute-and-unify-in-rewrite-real,vm-compute-and-unify-in-rewrite-sys,vm-compute-and-unify-in-rewrite-user
1796,1,1796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.796,0.,12.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,1796,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.236,0.,4.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,1,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.01,0.01,,,,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,1801,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.136,0.015,0.011,,,,0.009,0.,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,1,1802,,,,,,,,,,,,,,,,,,,31.294,0.,31.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,1802,1,,,,,,,,,,,,,,,,,,,19.628,0.,19.628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,42,43,,,,,,,,,,,,,,,,,,,0.194,0.,0.194,0.003,0.,0.003,0.003,0.,0.003,0.129,0.01,0.011,0.211,0.,0.211,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,1,1810,,,,,,,,,,,,,,,,,,,31.343,0.,31.343,0.005,0.,0.005,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,1810,1,,,,,,,,,,,,,,,,,,,19.521,0.,19.521,0.004,0.,0.004,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,1,1811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.287,0.035,13.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,1811,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04,0.,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,1,1818,,,,,,,,,,,,,,,,,,,31.493,0.,31.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,1818,1,,,,,,,,,,,,,,,,,,,19.701,0.,19.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,1,1826,,,,,,,,,,,,,,,,,,,31.506,0.,31.506,,,,,,,,,,13.767,0.,13.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,1826,1,,,,,,,,,,,,,,,,,,,19.685,0.,19.686,,,,,,,,,,4.219,0.035,4.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,1,1827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.293,0.,11.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,1827,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,0.,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,1,1834,,,,,,,,,,,,,,,,,,,31.592,0.,31.593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,1834,1,,,,,,,,,,,,,,,,,,,20.075,0.,20.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,1,1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.128,0.008,0.013,,,,0.008,0.,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,1837,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.127,0.015,0.009,,,,0.009,0.,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,1,1841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.275,0.,14.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,1841,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.338,0.056,4.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,1,1842,,,,,,,,,,,,,,,,,,,31.628,0.,31.628,,,,,,,,,,,,,0.008,0.,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,1842,1,,,,,,,,,,,,,,,,,,,19.66,0.,19.66,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,1,1850,,,,,,,,,,,,,,,,,,,31.957,0.,31.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,1850,1,,,,,,,,,,,,,,,,,,,20.156,0.019,20.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,1,1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.428,0.011,14.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,1856,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,0.047,4.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,1,1858,,,,,,,,,,,,,,,,,,,31.799,0.,31.799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,1858,1,,,,,,,,,,,,,,,,,,,19.818,0.,19.818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,1,1864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.792,0.,12.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,1864,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.126,0.,4.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,1,1866,,,,,,,,,,,,,,,,,,,31.888,0.,31.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,1866,1,,,,,,,,,,,,,,,,,,,20.211,0.,20.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,1,1868,,,,,,,,,,,,,,,,,,,,,,0.005,0.,0.005,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,1868,1,,,,,,,,,,,,,,,,,,,,,,0.004,0.,0.004,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,1,1871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.397,0.003,13.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,1871,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.357,0.,4.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,1,1873,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.134,0.008,0.021,,,,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,1873,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.127,0.016,0.009,,,,0.01,0.,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,1,1874,,,,,,,,,,,,,,,,,,,31.955,0.,31.955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,1874,1,,,,,,,,,,,,,,,,,,,19.796,0.,19.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,1,1882,,,,,,,,,,,,,,,,,,,31.905,0.,31.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,1882,1,,,,,,,,,,,,,,,,,,,19.726,0.,19.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,1,1886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.886,0.,14.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,1886,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.103,0.027,5.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,1,1890,,,,,,,,,,,,,,,,,,,32.179,0.,32.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,1890,1,,,,,,,,,,,,,,,,,,,19.956,0.,19.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,1,1891,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.126,0.008,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,1891,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.011,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,43,44,,,,,,,,,,,,,,,,,,,0.223,0.,0.223,0.003,0.,0.003,0.003,0.,0.003,0.119,0.012,0.009,0.242,0.,0.242,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,1,1898,,,,,,,,,,,,,,,,,,,32.064,0.,32.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,1898,1,,,,,,,,,,,,,,,,,,,19.949,0.,19.949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,1,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.38,0.,12.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,1901,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.088,0.023,4.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,1,1906,,,,,,,,,,,,,,,,,,,32.132,0.,32.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,1906,1,,,,,,,,,,,,,,,,,,,20.419,0.,20.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,1,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,1907,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,1,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.008,0.014,,,,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,1909,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.133,0.012,0.013,,,,0.01,0.,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,1,1914,,,,,,,,,,,,,,,,,,,32.205,0.,32.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,1914,1,,,,,,,,,,,,,,,,,,,19.887,0.,19.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,1,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.668,0.,14.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,1916,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.513,0.,4.513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,1,1922,,,,,,,,,,,,,,,,,,,32.747,0.,32.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,1922,1,,,,,,,,,,,,,,,,,,,20.294,0.,20.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,1,1926,,,,,,,,,,,,,,,,,,,,,,0.006,0.003,0.003,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,1926,1,,,,,,,,,,,,,,,,,,,,,,0.006,0.,0.006,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,1,1930,,,,,,,,,,,,,,,,,,,32.793,0.,32.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,1930,1,,,,,,,,,,,,,,,,,,,20.349,0.,20.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,1,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.835,0.,14.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,1931,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.303,0.,4.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,1,1934,,,,,,,,,,,,,,,,,,,32.455,0.008,32.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,1934,1,,,,,,,,,,,,,,,,,,,20.641,0.,20.641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,1,1938,,,,,,,,,,,,,,,,,,,32.866,0.,32.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,1938,1,,,,,,,,,,,,,,,,,,,20.623,0.,20.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,1,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.126,0.011,0.01,,,,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,1945,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.124,0.008,0.017,,,,0.01,0.,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,1,1946,,,,,,,,,,,,,,,,,,,32.923,0.,32.923,,,,,,,,,,15.497,0.,15.497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,1946,1,,,,,,,,,,,,,,,,,,,20.323,0.,20.324,,,,,,,,,,4.43,0.,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,1,1954,,,,,,,,,,,,,,,,,,,33.114,0.,33.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,1954,1,,,,,,,,,,,,,,,,,,,20.328,0.,20.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,1,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.269,0.,14.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,1961,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.199,0.,5.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,1,1962,,,,,,,,,,,,,,,,,,,33.124,0.,33.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,1962,1,,,,,,,,,,,,,,,,,,,20.387,0.,20.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,1,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.79,0.,13.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,1964,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.221,0.,4.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,1,1970,,,,,,,,,,,,,,,,,,,33.108,0.,33.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,1970,1,,,,,,,,,,,,,,,,,,,20.379,0.,20.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,1,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,1973,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,1,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.029,0.,15.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,1976,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.693,0.,4.693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,1,1978,,,,,,,,,,,,,,,,,,,33.15,0.,33.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,1978,1,,,,,,,,,,,,,,,,,,,20.363,0.,20.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,44,45,,,,,,,,,,,,,,,,,,,0.22,0.,0.219,0.003,0.,0.003,0.003,0.,0.003,0.13,0.014,0.007,0.209,0.,0.209,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,1,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.135,0.012,0.01,,,,0.008,0.,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,1981,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.136,0.011,0.023,,,,0.01,0.,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,1,1984,,,,,,,,,,,,,,,,,,,,,,0.006,0.,0.006,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,1984,1,,,,,,,,,,,,,,,,,,,,,,0.005,0.,0.005,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,1,1986,,,,,,,,,,,,,,,,,,,33.512,0.,33.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,1986,1,,,,,,,,,,,,,,,,,,,21.17,0.,21.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,1,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.274,0.,16.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,1992,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.405,0.,4.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,1,1994,,,,,,,,,,,,,,,,,,,33.529,0.,33.529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,1994,1,,,,,,,,,,,,,,,,,,,21.204,0.004,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,2002,,,,,,,,,,,,,,,,,,,33.579,0.,33.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2002,1,,,,,,,,,,,,,,,,,,,21.552,0.019,21.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.453,0.,15.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2007,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.511,0.,4.511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1,2010,,,,,,,,,,,,,,,,,,,33.647,0.,33.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2010,1,,,,,,,,,,,,,,,,,,,21.086,0.,21.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.008,0.014,,,,0.008,0.,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
