param 0-nm,param 1-n,param 2-m,param 3-input-size,param 4-output-size,param 5-num-rewrites,param kind,param n,Rewrite_for_gen real,Rewrite_for_gen sys,Rewrite_for_gen user,Rewrite_for_gen:etransitivity_for_sides real,Rewrite_for_gen:etransitivity_for_sides sys,Rewrite_for_gen:etransitivity_for_sides user,Rewrite_for_gen:generalize_hyps_for_rewriting real,Rewrite_for_gen:generalize_hyps_for_rewriting sys,Rewrite_for_gen:generalize_hyps_for_rewriting user,Rewrite_for_gen_skip_cbv real,Rewrite_for_gen_skip_cbv sys,Rewrite_for_gen_skip_cbv user,Rewrite_lhs_for-regression-quadratic real,Rewrite_lhs_for-regression-quadratic sys,Rewrite_lhs_for-regression-quadratic user,Rewrite_lhs_for_skip_cbv-regression-quadratic real,Rewrite_lhs_for_skip_cbv-regression-quadratic sys,Rewrite_lhs_for_skip_cbv-regression-quadratic user,autorewrite-regression-cubic real,autorewrite-regression-cubic sys,autorewrite-regression-cubic user,cbn-regression-cubic real,cbn-regression-cubic sys,cbn-regression-cubic user,cbv-regression-quadratic real,cbv-regression-quadratic sys,cbv-regression-quadratic user,cps+cbn-regression-quadratic real,cps+cbn-regression-quadratic sys,cps+cbn-regression-quadratic user,cps+cbv-regression-quadratic real,cps+cbv-regression-quadratic sys,cps+cbv-regression-quadratic user,cps+lazy-regression-quadratic real,cps+lazy-regression-quadratic sys,cps+lazy-regression-quadratic user,cps+native_compute native_compute compilation real,cps+native_compute native_compute conversion to native code real,cps+native_compute native_compute evaluation real,cps+native_compute native_compute reification real,cps+native_compute-regression-quadratic real,cps+native_compute-regression-quadratic sys,cps+native_compute-regression-quadratic user,cps+simpl-regression-quadratic real,cps+simpl-regression-quadratic sys,cps+simpl-regression-quadratic user,cps+vm_compute-regression-quadratic real,cps+vm_compute-regression-quadratic sys,cps+vm_compute-regression-quadratic user,do_reify_rhs_with:notypeclasses_refine real,do_reify_rhs_with:notypeclasses_refine sys,do_reify_rhs_with:notypeclasses_refine user,do_reify_rhs_with:reify_hint real,do_reify_rhs_with:reify_hint sys,do_reify_rhs_with:reify_hint user,do_rewrite_with:refine_interp_rewrite real,do_rewrite_with:refine_interp_rewrite sys,do_rewrite_with:refine_interp_rewrite user,do_rewrite_with:refine_trans real,do_rewrite_with:refine_trans sys,do_rewrite_with:refine_trans user,do_rewrite_with:vm_cast_no_check real,do_rewrite_with:vm_cast_no_check sys,do_rewrite_with:vm_cast_no_check user,final_cbv real,final_cbv sys,final_cbv user,lazy-regression-quadratic real,lazy-regression-quadratic sys,lazy-regression-quadratic user,native_compute(1) native_compute compilation real,native_compute(1) native_compute conversion to native code real,native_compute(1) native_compute evaluation real,native_compute(1) native_compute reification real,native_compute(1)-regression-quadratic real,native_compute(1)-regression-quadratic sys,native_compute(1)-regression-quadratic user,native_compute(2) native_compute compilation real,native_compute(2) native_compute conversion to native code real,native_compute(2) native_compute evaluation real,native_compute(2) native_compute reification real,native_compute(2)-regression-quadratic real,native_compute(2)-regression-quadratic sys,native_compute(2)-regression-quadratic user,prove_Wf real,prove_Wf sys,prove_Wf user,prove_Wf_with:refine real,prove_Wf_with:refine sys,prove_Wf_with:refine user,prove_Wf_with:reflexivity real,prove_Wf_with:reflexivity sys,prove_Wf_with:reflexivity user,prove_Wf_with:split real,prove_Wf_with:split sys,prove_Wf_with:split user,prove_Wf_with:vm_compute real,prove_Wf_with:vm_compute sys,prove_Wf_with:vm_compute user,reification real,reification sys,reification user,rewrite!-regression-cubic real,rewrite!-regression-cubic sys,rewrite!-regression-cubic user,rewrite_strat(bottomup)-regression-cubic real,rewrite_strat(bottomup)-regression-cubic sys,rewrite_strat(bottomup)-regression-cubic user,rewrite_strat(bottomup)-regression-exponential real,rewrite_strat(bottomup)-regression-exponential sys,rewrite_strat(bottomup)-regression-exponential user,"rewrite_strat(bottomup,bottomup)-regression-exponential real","rewrite_strat(bottomup,bottomup)-regression-exponential sys","rewrite_strat(bottomup,bottomup)-regression-exponential user",rewrite_strat(topdown)-regression-cubic real,rewrite_strat(topdown)-regression-cubic sys,rewrite_strat(topdown)-regression-cubic user,rewrite_strat(topdown)-regression-exponential real,rewrite_strat(topdown)-regression-exponential sys,rewrite_strat(topdown)-regression-exponential user,"rewrite_strat(topdown,bottomup)-regression-exponential real","rewrite_strat(topdown,bottomup)-regression-exponential sys","rewrite_strat(topdown,bottomup)-regression-exponential user",rewriting real,rewriting sys,rewriting user,setoid_rewrite-regression-cubic real,setoid_rewrite-regression-cubic sys,setoid_rewrite-regression-cubic user,simpl-regression-cubic real,simpl-regression-cubic sys,simpl-regression-cubic user,ssr-rewrite!-regression-cubic real,ssr-rewrite!-regression-cubic sys,ssr-rewrite!-regression-cubic user,vm_compute-regression-quadratic real,vm_compute-regression-quadratic sys,vm_compute-regression-quadratic user,vm_compute_and_unify_in_rewrite real,vm_compute_and_unify_in_rewrite sys,vm_compute_and_unify_in_rewrite user
82290,3,5486,164611,31,82290,Plus0Tree,,1.117,0.,1.117,0.,0.,0.,0.007,0.,0.007,,,,1.117,0.,1.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.154,0.,0.154,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.018,0.,0.018,0.001,0.,0.001,0.,0.,0.,0.008,0.,0.008,0.004,0.,0.004,0.162,0.,0.162,,,,,,,,,,,,,,,,,,,,,,0.929,0.,0.929,,,,,,,,,,,,,0.907,0.,0.907
82305,3,5487,164641,31,82305,Plus0Tree,,1.121,0.,1.121,0.,0.,0.,0.007,0.,0.007,,,,1.122,0.,1.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.153,0.,0.153,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.018,0.,0.018,0.001,0.,0.001,0.,0.,0.,0.008,0.,0.008,0.003,0.,0.003,0.161,0.,0.161,,,,,,,,,,,,,,,,,,,,,,0.935,0.,0.935,,,,,,,,,,,,,0.913,0.,0.913
82320,3,5488,164671,31,82320,Plus0Tree,,1.121,0.,1.121,0.,0.,0.,0.007,0.,0.007,,,,1.122,0.,1.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.159,0.,0.159,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.018,0.,0.018,0.001,0.,0.001,0.,0.,0.,0.008,0.,0.008,0.004,0.,0.004,0.167,0.,0.167,,,,,,,,,,,,,,,,,,,,,,0.929,0.,0.929,,,,,,,,,,,,,0.907,0.,0.907
82335,3,5489,164701,31,82335,Plus0Tree,,1.108,0.,1.108,0.,0.,0.,0.007,0.,0.007,,,,1.108,0.,1.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.148,0.,0.148,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.019,0.,0.019,0.002,0.,0.002,0.,0.,0.,0.008,0.,0.008,0.004,0.,0.004,0.156,0.,0.156,,,,,,,,,,,,,,,,,,,,,,0.926,0.,0.926,,,,,,,,,,,,,0.903,0.,0.903
82341,5,1307,164809,127,82341,Plus0Tree,,1.253,0.,1.253,0.,0.,0.,0.008,0.,0.008,,,,1.254,0.,1.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.168,0.,0.168,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.006,0.,0.006,,,,,,,,,,,,,,,,,,0.025,0.,0.025,0.002,0.,0.002,0.,0.,0.,0.011,0.,0.011,0.005,0.,0.005,0.177,0.,0.177,,,,,,,,,,,,,,,,,,,,,,1.047,0.,1.047,,,,,,,,,,,,,1.017,0.,1.017
82350,3,5490,164731,31,82350,Plus0Tree,,1.108,0.,1.108,0.,0.,0.,0.007,0.,0.007,,,,1.108,0.,1.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.146,0.,0.146,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.018,0.,0.018,0.001,0.,0.001,0.,0.,0.,0.008,0.,0.008,0.004,0.,0.004,0.154,0.,0.154,,,,,,,,,,,,,,,,,,,,,,0.929,0.,0.929,,,,,,,,,,,,,0.906,0.,0.906
82365,3,5491,164761,31,82365,Plus0Tree,,1.109,0.,1.109,0.,0.,0.,0.007,0.,0.007,,,,1.11,0.,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.15,0.,0.15,0.001,0.,0.001,0.002,0.,0.002,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.018,0.,0.018,0.001,0.,0.001,0.,0.,0.,0.008,0.,0.008,0.004,0.,0.004,0.158,0.,0.158,,,,,,,,,,,,,,,,,,,,,,0.926,0.,0.926,,,,,,,,,,,,,0.903,0.,0.903
82380,3,5492,164791,31,82380,Plus0Tree,,1.108,0.,1.108,0.,0.,0.,0.007,0.,0.007,,,,1.109,0.,1.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.143,0.,0.143,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.021,0.,0.021,0.004,0.,0.004,0.,0.,0.,0.008,0.,0.008,0.004,0.,0.004,0.154,0.,0.154,,,,,,,,,,,,,,,,,,,,,,0.928,0.,0.928,,,,,,,,,,,,,0.903,0.,0.903
82395,3,5493,164821,31,82395,Plus0Tree,,1.106,0.,1.106,0.,0.,0.,0.007,0.,0.007,,,,1.106,0.,1.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.145,0.,0.145,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.02,0.,0.02,0.001,0.,0.001,0.,0.,0.,0.008,0.,0.008,0.003,0.,0.003,0.154,0.,0.154,,,,,,,,,,,,,,,,,,,,,,0.927,0.,0.927,,,,,,,,,,,,,0.903,0.,0.903
82404,5,1308,164935,127,82404,Plus0Tree,,1.245,0.,1.244,0.,0.,0.,0.008,0.,0.008,,,,1.245,0.,1.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.171,0.,0.171,0.003,0.,0.003,0.001,0.,0.001,0.,0.,0.,0.006,0.,0.006,,,,,,,,,,,,,,,,,,0.024,0.,0.024,0.002,0.,0.002,0.,0.,0.,0.011,0.,0.011,0.004,0.,0.004,0.18,0.,0.18,,,,,,,,,,,,,,,,,,,,,,1.035,0.,1.034,,,,,,,,,,,,,1.004,0.,1.004
82410,3,5494,164851,31,82410,Plus0Tree,,1.111,0.002,1.108,0.,0.,0.,0.008,0.,0.008,,,,1.111,0.003,1.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.148,0.,0.148,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.021,0.,0.021,0.002,0.,0.002,0.,0.,0.,0.008,0.,0.008,0.006,0.,0.006,0.157,0.,0.157,,,,,,,,,,,,,,,,,,,,,,0.928,0.,0.928,,,,,,,,,,,,,0.903,0.,0.903
82425,3,5495,164881,31,82425,Plus0Tree,,1.11,0.,1.11,0.,0.,0.,0.008,0.,0.008,,,,1.111,0.,1.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.147,0.,0.147,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.021,0.,0.021,0.001,0.,0.001,0.,0.,0.,0.008,0.,0.008,0.006,0.,0.006,0.155,0.,0.155,,,,,,,,,,,,,,,,,,,,,,0.929,0.,0.929,,,,,,,,,,,,,0.904,0.,0.904
82440,3,5496,164911,31,82440,Plus0Tree,,1.11,0.,1.109,0.,0.,0.,0.008,0.,0.008,,,,1.11,0.,1.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.142,0.,0.142,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.022,0.,0.022,0.001,0.,0.001,0.,0.,0.,0.008,0.,0.008,0.007,0.,0.007,0.15,0.,0.15,,,,,,,,,,,,,,,,,,,,,,0.933,0.,0.932,,,,,,,,,,,,,0.906,0.,0.906
82455,3,5497,164941,31,82455,Plus0Tree,,1.086,0.,1.086,0.,0.,0.,0.007,0.,0.007,,,,1.086,0.,1.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.14,0.,0.14,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.019,0.,0.019,0.001,0.,0.001,0.,0.,0.,0.007,0.,0.007,0.005,0.,0.005,0.148,0.,0.148,,,,,,,,,,,,,,,,,,,,,,0.912,0.,0.912,,,,,,,,,,,,,0.889,0.,0.889
82467,5,1309,165061,127,82467,Plus0Tree,,1.251,0.,1.251,0.,0.,0.,0.008,0.,0.008,,,,1.252,0.,1.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.181,0.,0.181,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.006,0.,0.006,,,,,,,,,,,,,,,,,,0.024,0.,0.024,0.002,0.,0.002,0.,0.,0.,0.011,0.,0.011,0.005,0.,0.005,0.19,0.,0.19,,,,,,,,,,,,,,,,,,,,,,1.032,0.,1.032,,,,,,,,,,,,,1.003,0.,1.003
82470,3,5498,164971,31,82470,Plus0Tree,,1.095,0.,1.095,0.,0.,0.,0.008,0.,0.008,,,,1.096,0.,1.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.141,0.,0.141,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.02,0.,0.02,0.002,0.,0.002,0.,0.,0.,0.007,0.,0.007,0.006,0.,0.006,0.152,0.,0.152,,,,,,,,,,,,,,,,,,,,,,0.917,0.,0.917,,,,,,,,,,,,,0.893,0.,0.893
82485,3,5499,165001,31,82485,Plus0Tree,,1.096,0.,1.096,0.,0.,0.,0.007,0.,0.007,,,,1.096,0.,1.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.145,0.,0.145,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.02,0.,0.02,0.003,0.,0.003,0.,0.,0.,0.007,0.,0.007,0.004,0.,0.004,0.156,0.,0.156,,,,,,,,,,,,,,,,,,,,,,0.914,0.,0.914,,,,,,,,,,,,,0.89,0.,0.89
82500,3,5500,165031,31,82500,Plus0Tree,,1.091,0.,1.091,0.,0.,0.,0.007,0.,0.007,,,,1.092,0.,1.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.139,0.,0.139,0.001,0.,0.001,0.003,0.,0.003,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.017,0.,0.017,0.001,0.,0.001,0.,0.,0.,0.007,0.,0.007,0.003,0.,0.003,0.15,0.,0.15,,,,,,,,,,,,,,,,,,,,,,0.915,0.,0.915,,,,,,,,,,,,,0.892,0.,0.892
82515,3,5501,165061,31,82515,Plus0Tree,,1.088,0.,1.088,0.,0.,0.,0.007,0.,0.007,,,,1.088,0.,1.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.142,0.,0.142,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.017,0.,0.017,0.001,0.,0.001,0.,0.,0.,0.007,0.,0.007,0.003,0.,0.003,0.15,0.,0.15,,,,,,,,,,,,,,,,,,,,,,0.913,0.,0.913,,,,,,,,,,,,,0.892,0.,0.892
82530,3,5502,165091,31,82530,Plus0Tree,,1.092,0.,1.092,0.,0.,0.,0.007,0.,0.007,,,,1.092,0.,1.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.144,0.,0.144,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.018,0.,0.018,0.002,0.,0.002,0.,0.,0.,0.007,0.,0.007,0.004,0.,0.004,0.152,0.,0.152,,,,,,,,,,,,,,,,,,,,,,0.914,0.,0.914,,,,,,,,,,,,,0.892,0.,0.892
82530,5,1310,165187,127,82530,Plus0Tree,,1.254,0.,1.253,0.,0.,0.,0.008,0.,0.008,,,,1.255,0.,1.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.177,0.,0.177,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.006,0.,0.006,,,,,,,,,,,,,,,,,,0.024,0.,0.024,0.002,0.,0.002,0.,0.,0.,0.011,0.,0.011,0.004,0.,0.004,0.186,0.,0.186,,,,,,,,,,,,,,,,,,,,,,1.038,0.,1.037,,,,,,,,,,,,,1.008,0.,1.008
82545,3,5503,165121,31,82545,Plus0Tree,,1.088,0.,1.088,0.,0.,0.,0.007,0.,0.007,,,,1.089,0.,1.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.141,0.,0.141,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.017,0.,0.017,0.001,0.,0.001,0.,0.,0.,0.007,0.,0.007,0.003,0.,0.003,0.149,0.,0.149,,,,,,,,,,,,,,,,,,,,,,0.914,0.,0.914,,,,,,,,,,,,,0.893,0.,0.893
82560,3,5504,165151,31,82560,Plus0Tree,,1.097,0.,1.097,0.,0.,0.,0.007,0.,0.007,,,,1.097,0.,1.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.145,0.,0.145,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.017,0.,0.017,0.001,0.,0.001,0.,0.,0.,0.007,0.,0.007,0.003,0.,0.003,0.156,0.,0.156,,,,,,,,,,,,,,,,,,,,,,0.915,0.,0.915,,,,,,,,,,,,,0.894,0.,0.894
82575,3,5505,165181,31,82575,Plus0Tree,,1.098,0.,1.098,0.,0.,0.,0.007,0.,0.007,,,,1.099,0.,1.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.146,0.,0.146,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.018,0.,0.018,0.001,0.,0.001,0.,0.,0.,0.007,0.,0.007,0.004,0.,0.004,0.154,0.,0.154,,,,,,,,,,,,,,,,,,,,,,0.919,0.,0.919,,,,,,,,,,,,,0.897,0.,0.897
82590,3,5506,165211,31,82590,Plus0Tree,,1.117,0.,1.115,0.,0.,0.,0.007,0.,0.007,,,,1.117,0.,1.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.149,0.,0.149,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.018,0.,0.018,0.002,0.,0.002,0.,0.,0.,0.007,0.,0.007,0.004,0.,0.004,0.157,0.,0.157,,,,,,,,,,,,,,,,,,,,,,0.934,0.,0.933,,,,,,,,,,,,,0.91,0.,0.91
82593,5,1311,165313,127,82593,Plus0Tree,,1.232,0.,1.232,0.,0.,0.,0.01,0.,0.01,,,,1.233,0.,1.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.16,0.,0.16,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.006,0.,0.006,,,,,,,,,,,,,,,,,,0.028,0.,0.028,0.002,0.,0.002,0.,0.,0.,0.014,0.,0.014,0.005,0.,0.005,0.169,0.,0.169,,,,,,,,,,,,,,,,,,,,,,1.033,0.,1.033,,,,,,,,,,,,,1.,0.,1.
82605,3,5507,165241,31,82605,Plus0Tree,,1.121,0.003,1.117,0.,0.,0.,0.007,0.,0.007,,,,1.121,0.003,1.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.156,0.,0.156,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.022,0.,0.022,0.002,0.,0.002,0.,0.,0.,0.007,0.,0.007,0.004,0.,0.004,0.165,0.003,0.161,,,,,,,,,,,,,,,,,,,,,,0.931,0.,0.931,,,,,,,,,,,,,0.905,0.,0.905
82620,3,5508,165271,31,82620,Plus0Tree,,1.106,0.,1.106,0.,0.,0.,0.007,0.,0.007,,,,1.106,0.,1.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.139,0.,0.139,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.024,0.,0.024,0.001,0.,0.001,0.,0.,0.,0.014,0.,0.014,0.003,0.,0.003,0.148,0.,0.148,,,,,,,,,,,,,,,,,,,,,,0.933,0.,0.933,,,,,,,,,,,,,0.905,0.,0.905
82635,3,5509,165301,31,82635,Plus0Tree,,1.11,0.,1.11,0.,0.,0.,0.007,0.,0.007,,,,1.11,0.,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.151,0.,0.151,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.02,0.,0.02,0.002,0.,0.002,0.,0.,0.,0.007,0.,0.007,0.006,0.,0.006,0.159,0.,0.159,,,,,,,,,,,,,,,,,,,,,,0.926,0.,0.926,,,,,,,,,,,,,0.902,0.,0.902
82650,3,5510,165331,31,82650,Plus0Tree,,1.104,0.,1.104,0.,0.,0.,0.007,0.,0.007,,,,1.105,0.,1.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.145,0.,0.145,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.017,0.,0.017,0.001,0.,0.001,0.,0.,0.,0.007,0.,0.007,0.003,0.,0.003,0.153,0.,0.153,,,,,,,,,,,,,,,,,,,,,,0.926,0.,0.926,,,,,,,,,,,,,0.904,0.,0.904
82656,5,1312,165439,127,82656,Plus0Tree,,1.229,0.,1.229,0.,0.,0.,0.008,0.,0.008,,,,1.229,0.,1.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.163,0.,0.163,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.006,0.,0.006,,,,,,,,,,,,,,,,,,0.025,0.,0.025,0.002,0.,0.002,0.,0.,0.,0.009,0.,0.009,0.004,0.,0.004,0.172,0.,0.172,,,,,,,,,,,,,,,,,,,,,,1.027,0.,1.027,,,,,,,,,,,,,0.998,0.,0.998
82665,3,5511,165361,31,82665,Plus0Tree,,1.112,0.,1.112,0.,0.,0.,0.007,0.,0.007,,,,1.112,0.,1.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.145,0.,0.145,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.018,0.,0.018,0.001,0.,0.001,0.,0.,0.,0.007,0.,0.007,0.004,0.,0.004,0.153,0.,0.153,,,,,,,,,,,,,,,,,,,,,,0.933,0.,0.933,,,,,,,,,,,,,0.911,0.,0.911
82680,3,5512,165391,31,82680,Plus0Tree,,1.11,0.,1.11,0.,0.,0.,0.007,0.,0.007,,,,1.11,0.,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.154,0.,0.154,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.017,0.,0.017,0.001,0.,0.001,0.,0.,0.,0.007,0.,0.007,0.003,0.,0.003,0.162,0.,0.162,,,,,,,,,,,,,,,,,,,,,,0.923,0.,0.923,,,,,,,,,,,,,0.901,0.,0.901
82695,3,5513,165421,31,82695,Plus0Tree,,1.102,0.,1.102,0.,0.,0.,0.007,0.,0.007,,,,1.103,0.,1.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.143,0.,0.143,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.022,0.,0.022,0.002,0.,0.002,0.,0.,0.,0.007,0.,0.007,0.004,0.,0.004,0.151,0.,0.151,,,,,,,,,,,,,,,,,,,,,,0.926,0.,0.926,,,,,,,,,,,,,0.899,0.,0.9
82710,3,5514,165451,31,82710,Plus0Tree,,1.106,0.,1.106,0.,0.,0.,0.007,0.,0.007,,,,1.106,0.,1.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.148,0.,0.148,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.021,0.,0.021,0.002,0.,0.002,0.,0.,0.,0.01,0.,0.01,0.004,0.,0.004,0.156,0.,0.156,,,,,,,,,,,,,,,,,,,,,,0.925,0.,0.925,,,,,,,,,,,,,0.899,0.,0.899
82719,5,1313,165565,127,82719,Plus0Tree,,1.239,0.,1.239,0.,0.,0.,0.008,0.,0.008,,,,1.239,0.,1.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.167,0.,0.167,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.006,0.,0.006,,,,,,,,,,,,,,,,,,0.025,0.,0.025,0.002,0.,0.002,0.,0.,0.,0.011,0.,0.011,0.005,0.,0.005,0.176,0.,0.176,,,,,,,,,,,,,,,,,,,,,,1.034,0.,1.034,,,,,,,,,,,,,1.005,0.,1.005
82725,3,5515,165481,31,82725,Plus0Tree,,1.101,0.,1.101,0.,0.,0.,0.007,0.,0.007,,,,1.101,0.,1.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.141,0.,0.141,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.018,0.,0.018,0.001,0.,0.001,0.,0.,0.,0.008,0.,0.008,0.003,0.,0.003,0.149,0.,0.149,,,,,,,,,,,,,,,,,,,,,,0.926,0.,0.926,,,,,,,,,,,,,0.904,0.,0.904
82740,3,5516,165511,31,82740,Plus0Tree,,1.098,0.,1.097,0.,0.,0.,0.007,0.,0.007,,,,1.099,0.,1.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.146,0.,0.146,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.017,0.,0.017,0.001,0.,0.001,0.,0.,0.,0.007,0.,0.007,0.003,0.,0.003,0.154,0.,0.154,,,,,,,,,,,,,,,,,,,,,,0.919,0.,0.918,,,,,,,,,,,,,0.897,0.,0.897
